id,origin,created_at,updated_at,area,charter,test_data,scale,actions,expected,actual,status,severity,defect_id,fix,regression,evidence,notes
UAT-179,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,closes other or all tabs within the selected pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1316 のユーザーフローを実行し、expect(rightPane.getByRole(""tab"", { name: ""src/new.ts"" }))を観測","expect(rightPane.getByRole(""tab"", { name: ""src/new.ts"" })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1316,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-180,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,文書閲覧,keeps a large all-files tree responsive while documents open and close,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1363 のユーザーフローを実行し、expect( page.getByRole(""tab"", { name: ""packages/package-0000/src/index.ts"" }), )を観測","expect( page.getByRole(""tab"", { name: ""packages/package-0000/src/index.ts"" }), ).toHaveAttribute(""aria-selected"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1363,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-181,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,uses path-specific fixture documents and a complete search index,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:53 のユーザーフローを実行し、expect(readmeBody.diff.new.text)を観測,"expect(readmeBody.diff.new.text).toContain(""Repository documentation updated."") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:53,matcher=toContain / 697 unique assertionsから51 flowsをround-robin抽出
UAT-182,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,障害復旧・同期,rejects malformed and unknown pull request IDs,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:105 のユーザーフローを実行し、expect( page.getByText(""Pull Requestが見つかりません。`rvw open`から起動し直してください。"", { exact: true, }), )を観測","expect( page.getByText(""Pull Requestが見つかりません。`rvw open`から起動し直してください。"", { exact: true, }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:105,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-183,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,discards in-memory comment drafts after a confirmed reset,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:335 のユーザーフローを実行し、expect(page.getByRole(""textbox"", { name: ""ファイル全体へコメント"" }))を観測","expect(page.getByRole(""textbox"", { name: ""ファイル全体へコメント"" })).toHaveValue("""") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:335,matcher=toHaveValue / 697 unique assertionsから51 flowsをround-robin抽出
UAT-184,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,文書閲覧,distinguishes virtual and repository documents with the same path,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:442 のユーザーフローを実行し、expect( pane.getByRole(""button"", { name: ""Pull Request.md（PR本文）を閉じる"", exact: true }), )を観測","expect( pane.getByRole(""button"", { name: ""Pull Request.md（PR本文）を閉じる"", exact: true }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:442,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-185,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,defaults Markdown to preview and preserves an explicit mode per document tab,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:700 のユーザーフローを実行し、expect(page.getByRole(""heading"", { name: ""Orders service"", exact: true }))を観測","expect(page.getByRole(""heading"", { name: ""Orders service"", exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:700,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-186,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,starts a newly activated document at the top of its pane,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:773 のユーザーフローを実行し、expect.poll(() => documentPane.evaluate((element) => element.scrollTop))を観測,expect.poll(() => documentPane.evaluate((element) => element.scrollTop)).toBe(0) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:773,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-187,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,reopens an inline thread consistently after it changes while unmounted,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:824 のユーザーフローを実行し、expect(sidebar)を観測,expect(sidebar).toHaveCount(0) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:824,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-188,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,keeps activated overflow tabs visible and supports tablist arrow keys,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:891 のユーザーフローを実行し、expect(rightPane.getByRole(""tab"", { name: ""src/fixture.ts"" }))を観測","expect(rightPane.getByRole(""tab"", { name: ""src/fixture.ts"" })).toHaveAttribute( ""aria-selected"", ""true"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:891,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-189,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,タブ・2ペイン,keeps both panes reachable inside a 640px viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:920 のユーザーフローを実行し、expect(rightBox).notを観測,expect(rightBox).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:920,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-190,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,アクセシビリティ・表示,keeps every top bar control inside a 640px viewport,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,uat-regressions.spec.ts:942 のユーザーフローを実行し、expect(actionsBox!.x + actionsBox!.width)を観測,"expect(actionsBox!.x + actionsBox!.width).toBeLessThanOrEqual( topbarBox!.x + topbarBox!.width + 1, ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:942,matcher=toBeLessThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-191,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the beginning of code visible after narrow reference navigation,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"uat-regressions.spec.ts:967 のユーザーフローを実行し、expect.poll(() => diff.locator(""code"").evaluate((code) => code.scrollLeft))を観測","expect.poll(() => diff.locator(""code"").evaluate((code) => code.scrollLeft)).toBe(80) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,uat-regressions.spec.ts:967,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-192,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:58 のユーザーフローを実行し、expect(page.getByRole(""tab"", { name: primaryWalkthrough }))を観測","expect(page.getByRole(""tab"", { name: primaryWalkthrough })).toHaveAttribute( ""aria-selected"", ""true"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:58,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-193,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,falls back to full text for an unchanged file opened from a Walkthrough reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:291 のユーザーフローを実行し、expect(page.getByText(""export const application = {"", { exact: true }))を観測","expect(page.getByText(""export const application = {"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:291,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-194,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the PR range while switching a Walkthrough reference diff to split,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:361 のユーザーフローを実行し、expect(page.getByText(/参照元 b{8} ≠ 対象 c{8}/, { exact: true }))を観測","expect(page.getByText(/参照元 b{8} ≠ 対象 c{8}/, { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:361,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-195,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps the review scope and reports a broken Walkthrough reference temporarily,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:420 のユーザーフローを実行し、expect(page.getByRole(""tab"", { name: missingPath }))を観測","expect(page.getByRole(""tab"", { name: missingPath })).toHaveCount(0) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:420,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
